13	325000	20	500000
23	575000	30	750000
31	775000	40	1000000
44	1100000	48	1200000
51	1275000	56	1400000
64	1600000	71	1775000
77	1925000	84	2100000
86	2150000	90	2250000
93	2325000	97	2425000
99	2475000	103	2575000
106	2650000	111	2775000
112	2800000	117	2925000
118	2950000	127	3175000
132	3300000	140	3500000
141	3525000	145	3625000
151	3775000	158	3950000
160	4000000	169	4225000
170	4250000	174	4350000
182	4550000	186	4650000
194	4850000	201	5025000
207	5175000	212	5300000
214	5350000	219	5475000
247	6175000	252	6300000
262	6550000	268	6700000
287	7175000	291	7275000
295	7375000	302	7550000
307	7675000	312	7800000
326	8150000	330	8250000
333	8325000	339	8475000
353	8825000	362	9050000
373	9325000	381	9525000
397	9925000	402	10050000
405	10125000	409	10225000
410	10250000	416	10400000
419	10475000	427	10675000
428	10700000	433	10825000
437	10925000	444	11100000
445	11125000	449	11225000
451	11275000	458	11450000
476	11900000	480	12000000
495	12375000	499	12475000
502	12550000	507	12675000
510	12750000	514	12850000
518	12950000	525	13125000
538	13450000	543	13575000
550	13750000	554	13850000
555	13875000	566	14150000
567	14175000	577	14425000
583	14575000	588	14700000
591	14775000	599	14975000
610	15250000	614	15350000
619	15475000	623	15575000
625	15625000	633	15825000
641	16025000	648	16200000
649	16225000	656	16400000
657	16425000	661	16525000
662	16550000	666	16650000
677	16925000	681	17025000
683	17075000	689	17225000
693	17325000	699	17475000
704	17600000	714	17850000
715	17875000	719	17975000
724	18100000	730	18250000
731	18275000	736	18400000
738	18450000	743	18575000
744	18600000	754	18850000
756	18900000	760	19000000
761	19025000	766	19150000
768	19200000	773	19325000
774	19350000	780	19500000
781	19525000	787	19675000
788	19700000	797	19925000
811	20275000	821	20525000
841	21025000	847	21175000
851	21275000	863	21575000
908	22700000	914	22850000
961	24025000	966	24150000
1098	27450000	1103	27575000
1149	28725000	1154	28850000
1155	28875000	1160	29000000
1175	29375000	1180	29500000
1184	29600000	1189	29725000
1190	29750000	1195	29875000
1197	29925000	1202	30050000
1245	31125000	1249	31225000
1255	31375000	1259	31475000
1293	32325000	1299	32475000
1300	32500000	1307	32675000
1309	32725000	1315	32875000
1319	32975000	1323	33075000
1351	33775000	1359	33975000
1360	34000000	1364	34100000
1367	34175000	1374	34350000
1381	34525000	1390	34750000
1391	34775000	1397	34925000
1402	35050000	1406	35150000
1414	35350000	1419	35475000
1430	35750000	1448	36200000
1468	36700000	1477	36925000
1479	36975000	1489	37225000
1495	37375000	1499	37475000
1516	37900000	1524	38100000
1529	38225000	1535	38375000
1541	38525000	1553	38825000
1565	39125000	1573	39325000
1582	39550000	1590	39750000
1599	39975000	1604	40100000
1605	40125000	1609	40225000
1618	40450000	1623	40575000
1627	40675000	1631	40775000
1633	40825000	1646	41150000
1648	41200000	1655	41375000
1658	41450000	1663	41575000
1684	42100000	1688	42200000
1698	42450000	1702	42550000
1711	42775000	1716	42900000
1717	42925000	1723	43075000
1747	43675000	1752	43800000
1753	43825000	1763	44075000
1769	44225000	1780	44500000
1782	44550000	1787	44675000
1788	44700000	1793	44825000
1795	44875000	1799	44975000
1807	45175000	1814	45350000
1817	45425000	1827	45675000
1843	46075000	1848	46200000
1855	46375000	1860	46500000
1874	46850000	1880	47000000
1881	47025000	1890	47250000
1891	47275000	1896	47400000
1901	47525000	1907	47675000
1919	47975000	1923	48075000
1939	48475000	1944	48600000
1946	48650000	1950	48750000
1955	48875000	1959	48975000
1969	49225000	1973	49325000
1979	49475000	1986	49650000
1987	49675000	1993	49825000
1997	49925000	2002	50050000
2005	50125000	2013	50325000
2014	50350000	2019	50475000
2028	50700000	2032	50800000
2040	51000000	2047	51175000
2062	51550000	2067	51675000
2081	52025000	2090	52250000
2096	52400000	2101	52525000
2105	52625000	2110	52750000
2112	52800000	2119	52975000
2137	53425000	2141	53525000
2144	53600000	2151	53775000
2155	53875000	2160	54000000
2165	54125000	2170	54250000
2189	54725000	2195	54875000
2206	55150000	2217	55425000
2220	55500000	2225	55625000
2243	56075000	2247	56175000
2256	56400000	2264	56600000
2291	57275000	2295	57375000
2299	57475000	2308	57700000
2309	57725000	2313	57825000
2317	57925000	2326	58150000
2327	58175000	2331	58275000
