19	1	50000	A	0.0	.
19	50001	100000	A	0.004947421934444917	.
19	100001	150000	A	0.004195720411292816	.
19	150001	200000	A	0.0	.
19	200001	250000	A	0.007124198846078076	.
19	250001	300000	A	0.01108538224280465	.
19	300001	350000	A	0.00103165876879938	.
19	350001	400000	A	0.009845184159992288	.
19	400001	450000	A	0.009814268053442226	.
19	450001	500000	B	-0.0021250519078006543	.
19	500001	550000	B	-0.023687984703580335	.
19	550001	600000	B	-0.02556568522965663	.
19	600001	650000	B	-0.025520622944023783	.
19	650001	700000	B	-0.02108367207316063	.
19	700001	750000	B	-0.02188099369726318	.
19	750001	800000	B	-0.02238094524475173	.
19	800001	850000	B	-0.012944245847372826	.
19	850001	900000	B	-0.01489966940645653	.
19	900001	950000	B	-0.014638907899980343	.
19	950001	1000000	B	-0.015262210923156116	.
19	1000001	1050000	B	-0.01561047384915734	.
19	1050001	1100000	B	-0.011846055677573308	.
19	1100001	1150000	B	-0.0076984193643459846	.
19	1150001	1200000	B	-0.012325349319727447	.
19	1200001	1250000	B	-0.011318213666935804	.
19	1250001	1300000	B	-0.013913442283557415	.
19	1300001	1350000	B	-0.018830905272432082	.
19	1350001	1400000	B	-0.01906837850900108	.
19	1400001	1450000	B	-0.018875795940094187	.
19	1450001	1500000	B	-0.019265895803609132	.
19	1500001	1550000	B	-0.01904888574487836	.
19	1550001	1600000	B	-0.018915079811549433	.
19	1600001	1650000	B	-0.01701038919867283	.
19	1650001	1700000	B	-0.01387685430350651	.
19	1700001	1750000	B	-0.014371893417582798	.
19	1750001	1800000	B	-0.011340740992827428	.
19	1800001	1850000	B	-0.01629325020443254	.
19	1850001	1900000	B	-0.020583265984779758	.
19	1900001	1950000	B	-0.015322944805574954	.
19	1950001	2000000	B	-0.009900382146913635	.
19	2000001	2050000	B	-0.012621802926959531	.
19	2050001	2100000	B	-0.012858418877197596	.
19	2100001	2150000	B	-0.006791596858810845	.
19	2150001	2200000	B	-0.01247103878998499	.
19	2200001	2250000	B	-0.005962012791916122	.
19	2250001	2300000	B	-0.00641934310275372	.
19	2300001	2350000	B	-0.004364134847934895	.
19	2350001	2400000	B	-0.011661611628401658	.
19	2400001	2450000	B	-0.008719698610512984	.
19	2450001	2500000	B	-0.012461030596904716	.
19	2500001	2550000	B	-0.015617061249294113	.
19	2550001	2600000	B	-0.011965650864281589	.
19	2600001	2650000	B	-0.007780139546851355	.
19	2650001	2700000	B	-0.012345654011278925	.
19	2700001	2750000	B	-0.011835952665445914	.
19	2750001	2800000	B	-0.01614782266760079	.
19	2800001	2850000	B	-0.011796030538263188	.
19	2850001	2900000	B	-0.005007067109503818	.
19	2900001	2950000	B	-0.011337866902900496	.
19	2950001	3000000	B	-0.016805521788583692	.
19	3000001	3050000	B	-0.014710227302508561	.
19	3050001	3100000	B	-0.014978769362135259	.
19	3100001	3150000	B	-0.008620835355062681	.
19	3150001	3200000	B	-0.009765801250716332	.
19	3200001	3250000	B	-0.011719885174472727	.
19	3250001	3300000	B	-0.013575477144618311	.
19	3300001	3350000	B	-0.01008332424386951	.
19	3350001	3400000	B	-0.016538620760907587	.
19	3400001	3450000	B	-0.016109192927807464	.
19	3450001	3500000	B	-0.01103368515651405	.
19	3500001	3550000	B	-0.014401247429903835	.
19	3550001	3600000	B	-0.01852457376167782	.
19	3600001	3650000	B	-0.012849171607013116	.
19	3650001	3700000	B	-0.012580689273871301	.
19	3700001	3750000	B	-0.014493965980436004	.
19	3750001	3800000	B	-0.01357365172597463	.
19	3800001	3850000	B	-0.007758578631005122	.
19	3850001	3900000	B	-0.007260239953366572	.
19	3900001	3950000	B	-0.01109269988176879	.
19	3950001	4000000	B	-0.016214374871841884	.
19	4000001	4050000	B	-0.017979743212830832	.
19	4050001	4100000	B	-0.016407098702565452	.
19	4100001	4150000	B	-0.018404216608502836	.
19	4150001	4200000	B	-0.0164815914983616	.
19	4200001	4250000	B	-0.01854357106226711	.
19	4250001	4300000	B	-0.017995873858731602	.
19	4300001	4350000	B	-0.020455375915722017	.
19	4350001	4400000	B	-0.021574748151800965	.
19	4400001	4450000	B	-0.023882895128603827	.
19	4450001	4500000	B	-0.024072914210028665	.
19	4500001	4550000	B	-0.019863771042776236	.
19	4550001	4600000	B	-0.019977381617557768	.
19	4600001	4650000	B	-0.02274109265396714	.
19	4650001	4700000	B	-0.02662084607818585	.
19	4700001	4750000	B	-0.027547500774085413	.
19	4750001	4800000	B	-0.023570647490323022	.
19	4800001	4850000	B	-0.022655989239007857	.
19	4850001	4900000	B	-0.02314374292211652	.
19	4900001	4950000	B	-0.025290084785943388	.
19	4950001	5000000	B	-0.025401237174206108	.
19	5000001	5050000	B	-0.016228995743005802	.
19	5050001	5100000	B	-0.015587076095866133	.
19	5100001	5150000	B	-0.01727178931246217	.
19	5150001	5200000	B	-0.021235698101606408	.
19	5200001	5250000	B	-0.01772576330263218	.
19	5250001	5300000	B	-0.02015536809014162	.
