6	300000	10	500000
15	750000	18	900000
30	1500000	37	1850000
38	1900000	42	2100000
43	2150000	46	2300000
49	2450000	52	2600000
59	2950000	64	3200000
66	3300000	69	3450000
74	3700000	79	3950000
85	4250000	88	4400000
90	4500000	93	4650000
96	4800000	100	5000000
107	5350000	111	5550000
115	5750000	118	5900000
120	6000000	128	6400000
130	6500000	140	7000000
142	7100000	146	7300000
151	7550000	156	7800000
159	7950000	165	8250000
166	8300000	171	8550000
186	9300000	191	9550000
192	9600000	195	9750000
198	9900000	204	10200000
209	10450000	213	10650000
218	10900000	221	11050000
222	11100000	231	11550000
237	11850000	241	12050000
243	12150000	250	12500000
259	12950000	262	13100000
265	13250000	271	13550000
277	13850000	282	14100000
283	14150000	288	14400000
291	14550000	294	14700000
303	15150000	308	15400000
309	15450000	312	15600000
313	15650000	318	15900000
320	16000000	323	16150000
324	16200000	328	16400000
333	16650000	340	17000000
341	17050000	345	17250000
352	17600000	356	17800000
363	18150000	368	18400000
371	18550000	377	18850000
380	19000000	389	19450000
394	19700000	399	19950000
420	21000000	424	21200000
426	21300000	431	21550000
558	27900000	568	28400000
577	28850000	580	29000000
594	29700000	598	29900000
622	31100000	626	31300000
646	32300000	652	32600000
654	32700000	658	32900000
659	32950000	663	33150000
664	33200000	669	33450000
671	33550000	674	33700000
676	33800000	680	34000000
684	34200000	687	34350000
691	34550000	695	34750000
707	35350000	710	35500000
715	35750000	722	36100000
735	36750000	738	36900000
739	36950000	744	37200000
747	37350000	754	37700000
758	37900000	762	38100000
764	38200000	767	38350000
779	38950000	787	39350000
791	39550000	798	39900000
799	39950000	805	40250000
806	40300000	812	40600000
813	40650000	816	40800000
817	40850000	823	41150000
829	41450000	836	41800000
841	42050000	847	42350000
856	42800000	861	43050000
862	43100000	866	43300000
868	43400000	871	43550000
873	43650000	876	43800000
883	44150000	890	44500000
891	44550000	897	44850000
900	45000000	908	45400000
910	45500000	914	45700000
920	46000000	926	46300000
927	46350000	931	46550000
932	46600000	935	46750000
939	46950000	943	47150000
946	47300000	953	47650000
959	47950000	963	48150000
969	48450000	972	48600000
973	48650000	976	48800000
977	48850000	980	49000000
984	49200000	988	49400000
993	49650000	996	49800000
998	49900000	1001	50050000
1003	50150000	1006	50300000
1007	50350000	1010	50500000
1013	50650000	1016	50800000
1020	51000000	1024	51200000
1026	51300000	1029	51450000
1030	51500000	1034	51700000
1047	52350000	1051	52550000
1052	52600000	1055	52750000
1064	53200000	1067	53350000
1068	53400000	1071	53550000
1072	53600000	1075	53750000
1076	53800000	1081	54050000
1084	54200000	1088	54400000
1094	54700000	1097	54850000
1102	55100000	1109	55450000
1110	55500000	1113	55650000
1115	55750000	1120	56000000
1121	56050000	1127	56350000
1128	56400000	1132	56600000
1133	56650000	1142	57100000
1149	57450000	1155	57750000
1159	57950000	1166	58300000
