0	0	200	5000000
201	5025000	205	5125000
216	5400000	240	6000000
246	6150000	253	6325000
263	6575000	270	6750000
278	6950000	287	7175000
294	7350000	309	7725000
322	8050000	327	8175000
329	8225000	335	8375000
375	9375000	380	9500000
433	10825000	517	12925000
528	13200000	543	13575000
577	14425000	590	14750000
603	15075000	620	15500000
624	15600000	633	15825000
635	15875000	653	16325000
654	16350000	681	17025000
684	17100000	691	17275000
695	17375000	703	17575000
705	17625000	717	17925000
878	21950000	1013	25325000
1034	25850000	1046	26150000
1048	26200000	1066	26650000
1080	27000000	1101	27525000
1108	27700000	1121	28025000
1122	28050000	1149	28725000
1150	28750000	1157	28925000
1179	29475000	1192	29800000
1242	31050000	1264	31600000
1265	31625000	1290	32250000
1294	32350000	1303	32575000
1313	32825000	1327	33175000
1328	33200000	1339	33475000
1345	33625000	1355	33875000
1365	34125000	1373	34325000
1396	34900000	1441	36025000
1445	36125000	1455	36375000
1459	36475000	1468	36700000
1495	37375000	1502	37550000
1508	37700000	1525	38125000
1526	38150000	1534	38350000
1537	38425000	1547	38675000
1549	38725000	1564	39100000
1568	39200000	1578	39450000
1579	39475000	1590	39750000
1646	41150000	1663	41575000
1664	41600000	1671	41775000
1705	42625000	1713	42825000
1730	43250000	1735	43375000
1751	43775000	1763	44075000
1781	44525000	1789	44725000
1811	45275000	1819	45475000
1821	45525000	1838	45950000
1839	45975000	1866	46650000
